,Seq#,ID#,Gender,M,R,F,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Florence,Related Purchase,Mcode,Rcode,Fcode,Yes_Florence,No_Florence
1912,1913,15847,Male,380,12,10,70,4,0,2,2,0,0,0,0,0,0,0,0,200+,7-12 mos.,3+ books,0,1
1913,1914,15858,Male,148,26,2,30,0,0,2,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
1914,1915,15860,Female,211,8,2,14,0,0,1,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,2 books,0,1
1915,1916,15868,Female,202,30,1,30,0,0,0,0,0,1,0,0,0,0,0,1,200+,13+ mos.,1 book,0,1
1916,1917,15874,Female,277,6,3,14,0,1,0,0,0,0,0,0,0,0,0,0,200+,3-6 mos.,3+ books,0,1
1917,1918,15891,Female,326,4,8,42,0,0,0,2,0,0,0,0,0,1,0,1,200+,3-6 mos.,3+ books,0,1
1918,1919,15894,Male,273,6,12,60,2,0,4,1,2,0,0,0,0,1,0,1,200+,3-6 mos.,3+ books,0,1
1919,1920,15896,Male,220,24,1,24,0,0,1,0,0,0,0,1,0,0,0,1,200+,13+ mos.,1 book,0,1
1920,1921,15899,Female,232,12,3,24,0,2,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,3+ books,0,1
1921,1922,15915,Female,222,8,2,12,0,0,0,0,0,1,1,0,0,0,0,2,200+,7-12 mos.,2 books,0,1
1922,1923,15917,Female,109,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,101-200,3-6 mos.,1 book,0,1
1923,1924,15947,Female,235,26,1,26,0,1,0,0,0,0,1,0,0,0,0,1,200+,13+ mos.,1 book,0,1
1924,1925,15950,Female,146,6,6,32,0,0,1,0,0,0,0,0,0,0,0,0,101-200,3-6 mos.,3+ books,0,1
1925,1926,15964,Female,130,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,101-200,0-2 mos.,1 book,0,1
1926,1927,15967,Female,132,4,1,4,0,0,0,0,0,0,1,0,0,0,0,1,101-200,3-6 mos.,1 book,0,1
1927,1928,15973,Female,91,16,2,24,0,1,0,0,1,0,0,0,0,0,0,0,51-100,13+ mos.,2 books,0,1
1928,1929,15974,Male,152,26,2,30,1,0,1,0,0,1,0,0,0,0,0,1,101-200,13+ mos.,2 books,0,1
1929,1930,15989,Female,171,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,101-200,0-2 mos.,2 books,0,1
1930,1931,16001,Female,92,16,2,22,1,0,0,0,0,0,0,0,0,0,0,0,51-100,13+ mos.,2 books,0,1
1931,1932,16010,Female,249,12,1,12,0,0,0,0,0,0,1,0,0,0,0,1,200+,7-12 mos.,1 book,0,1
1932,1933,16015,Female,163,10,5,20,2,0,0,0,1,0,0,0,0,0,0,0,101-200,7-12 mos.,3+ books,0,1
1933,1934,16025,Female,102,16,2,24,0,0,1,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
1934,1935,16032,Female,198,14,2,16,0,0,0,1,1,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
1935,1936,16036,Male,239,4,5,16,0,0,0,1,1,0,0,0,0,0,0,0,200+,3-6 mos.,3+ books,0,1
1936,1937,16044,Female,134,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,1 book,0,1
1937,1938,16051,Female,402,18,7,52,3,1,2,0,1,0,2,0,0,0,1,2,200+,13+ mos.,3+ books,1,0
1938,1939,16052,Female,242,32,3,46,1,0,2,0,0,0,2,0,0,0,0,2,200+,13+ mos.,3+ books,0,1
1939,1940,16055,Male,117,12,2,14,0,0,0,0,0,0,0,1,0,0,0,1,101-200,7-12 mos.,2 books,0,1
1940,1941,16072,Female,285,16,2,24,0,1,0,0,1,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
1941,1942,16073,Male,131,14,2,20,0,0,0,0,1,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
1942,1943,16074,Female,343,8,12,68,3,1,2,1,1,0,2,0,0,0,1,2,200+,7-12 mos.,3+ books,1,0
1943,1944,16082,Female,33,34,2,38,0,0,1,0,1,0,0,0,0,0,0,0,26-50,13+ mos.,2 books,0,1
1944,1945,16087,Female,164,14,1,14,0,1,0,0,0,2,0,0,0,0,1,2,101-200,13+ mos.,1 book,1,0
1945,1946,16088,Female,169,16,2,22,1,1,0,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
1946,1947,16094,Female,316,16,4,28,0,0,2,0,0,0,1,0,0,0,1,1,200+,13+ mos.,3+ books,1,0
1947,1948,16112,Male,316,36,2,42,0,0,2,0,0,0,1,0,0,1,1,2,200+,13+ mos.,2 books,1,0
1948,1949,16121,Male,287,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
1949,1950,16128,Female,271,14,2,16,1,0,0,0,0,2,0,0,0,0,0,2,200+,13+ mos.,2 books,0,1
1950,1951,16142,Female,243,20,1,20,1,0,0,0,0,2,0,0,0,0,0,2,200+,13+ mos.,1 book,0,1
1951,1952,16150,Female,286,14,10,66,2,2,3,1,0,0,0,0,0,0,0,0,200+,13+ mos.,3+ books,0,1
1952,1953,16161,Female,233,8,2,14,1,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,2 books,0,1
1953,1954,16173,Male,426,6,9,34,0,0,2,1,0,0,2,0,0,0,0,2,200+,3-6 mos.,3+ books,0,1
1954,1955,16181,Female,215,10,1,10,0,0,0,0,0,2,0,0,0,0,0,2,200+,7-12 mos.,1 book,0,1
1955,1956,16185,Female,85,18,1,18,0,0,0,0,0,2,0,0,0,0,0,2,51-100,13+ mos.,1 book,0,1
1956,1957,16190,Female,197,16,3,28,1,0,0,0,1,0,1,0,0,0,1,1,101-200,13+ mos.,3+ books,1,0
1957,1958,16199,Female,353,16,9,42,1,0,2,2,3,0,1,0,0,0,1,1,200+,13+ mos.,3+ books,1,0
1958,1959,16215,Female,152,14,10,34,4,0,1,0,2,0,0,0,0,0,0,0,101-200,13+ mos.,3+ books,0,1
1959,1960,16230,Female,390,2,8,20,0,0,1,0,1,0,0,0,0,0,0,0,200+,0-2 mos.,3+ books,0,1
1960,1961,16234,Female,239,16,2,22,0,2,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
1961,1962,16246,Male,320,6,11,34,1,2,2,2,0,0,0,0,0,0,1,0,200+,3-6 mos.,3+ books,1,0
1962,1963,16261,Male,159,18,1,18,0,0,1,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,1 book,0,1
1963,1964,16273,Female,221,30,10,70,1,2,3,1,0,1,0,0,0,0,1,1,200+,13+ mos.,3+ books,1,0
1964,1965,16303,Female,157,14,5,32,2,0,1,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,3+ books,0,1
1965,1966,16304,Male,232,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
1966,1967,16308,Female,341,26,8,72,2,1,0,2,0,0,2,0,0,0,0,2,200+,13+ mos.,3+ books,0,1
1967,1968,16311,Female,99,14,1,14,0,1,0,0,0,0,0,2,0,0,0,2,51-100,13+ mos.,1 book,0,1
1968,1969,16322,Female,183,28,2,30,0,0,0,2,0,0,0,0,0,1,0,1,101-200,13+ mos.,2 books,0,1
1969,1970,16323,Female,223,2,6,36,2,0,0,0,0,0,0,0,0,0,0,0,200+,0-2 mos.,3+ books,0,1
1970,1971,16346,Male,326,14,6,44,0,0,0,0,2,0,1,2,0,0,0,3,200+,13+ mos.,3+ books,0,1
1971,1972,16360,Male,203,2,12,28,1,1,1,0,0,0,2,0,2,0,0,4,200+,0-2 mos.,3+ books,0,1
1972,1973,16362,Male,361,10,12,64,3,1,3,2,1,0,0,0,2,0,0,2,200+,7-12 mos.,3+ books,0,1
1973,1974,16366,Female,258,10,9,56,2,1,0,2,1,0,1,0,0,0,0,1,200+,7-12 mos.,3+ books,0,1
1974,1975,16373,Male,176,8,3,14,0,0,0,1,0,0,0,0,0,0,0,0,101-200,7-12 mos.,3+ books,0,1
1975,1976,16382,Female,288,14,2,18,0,0,1,0,1,0,0,2,0,0,0,2,200+,13+ mos.,2 books,0,1
1976,1977,16383,Male,184,14,2,16,1,0,0,1,0,0,2,2,0,0,0,4,101-200,13+ mos.,2 books,0,1
1977,1978,16387,Female,221,10,2,16,0,0,1,0,0,2,0,0,0,0,0,2,200+,7-12 mos.,2 books,0,1
1978,1979,16390,Female,165,12,10,66,2,0,2,2,0,0,0,0,0,0,0,0,101-200,7-12 mos.,3+ books,0,1
1979,1980,16406,Female,287,20,2,26,2,0,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
1980,1981,16424,Female,243,14,11,46,1,1,2,0,2,0,0,0,0,1,0,1,200+,13+ mos.,3+ books,0,1
1981,1982,16439,Male,247,6,2,8,0,0,0,0,0,2,0,0,0,0,0,2,200+,3-6 mos.,2 books,0,1
1982,1983,16440,Female,104,14,2,16,1,0,0,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
1983,1984,16452,Female,196,16,1,16,0,1,0,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,1 book,0,1
1984,1985,16456,Female,245,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,1 book,0,1
1985,1986,16461,Male,96,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0,51-100,7-12 mos.,2 books,0,1
1986,1987,16476,Female,68,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,51-100,7-12 mos.,1 book,0,1
1987,1988,16478,Female,198,14,2,22,0,0,0,0,1,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
1988,1989,16479,Female,207,10,1,10,0,0,0,0,0,1,0,0,0,0,0,1,200+,7-12 mos.,1 book,0,1
1989,1990,16491,Female,121,36,2,42,0,1,0,0,0,1,0,0,0,0,0,1,101-200,13+ mos.,2 books,0,1
1990,1991,16496,Female,93,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,51-100,7-12 mos.,1 book,0,1
1991,1992,16507,Male,44,10,1,10,0,0,0,0,0,1,0,0,0,0,0,1,26-50,7-12 mos.,1 book,0,1
1992,1993,16511,Female,159,2,3,18,0,1,0,0,0,0,0,0,0,0,0,0,101-200,0-2 mos.,3+ books,0,1
1993,1994,16520,Female,298,12,9,44,1,1,1,0,1,1,0,1,0,0,0,2,200+,7-12 mos.,3+ books,0,1
1994,1995,16523,Male,59,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,51-100,7-12 mos.,1 book,0,1
1995,1996,16537,Male,46,12,1,12,0,0,0,0,0,0,0,1,0,0,0,1,26-50,7-12 mos.,1 book,0,1
1996,1997,16546,Female,166,12,2,20,0,0,0,1,0,0,1,1,0,0,0,2,101-200,7-12 mos.,2 books,0,1
1997,1998,16548,Female,328,4,5,18,0,0,1,0,0,0,1,0,0,0,0,1,200+,3-6 mos.,3+ books,0,1
1998,1999,16557,Female,297,10,8,44,2,0,1,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,3+ books,0,1
1999,2000,16576,Male,263,10,1,10,0,0,0,0,0,0,1,0,0,0,0,1,200+,7-12 mos.,1 book,0,1
2000,2001,16586,Male,291,6,1,6,0,0,0,0,0,0,1,0,0,0,0,1,200+,3-6 mos.,1 book,0,1
2001,2002,16603,Male,195,12,1,12,0,0,0,0,0,0,1,1,0,0,0,2,101-200,7-12 mos.,1 book,0,1
2002,2003,16612,Female,142,10,2,16,0,1,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,2 books,0,1
2003,2004,16619,Female,64,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,51-100,7-12 mos.,1 book,0,1
2004,2005,16623,Female,23,18,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0-25,13+ mos.,1 book,0,1
2005,2006,16629,Female,20,12,1,12,0,0,0,0,0,0,0,1,0,0,1,1,0-25,7-12 mos.,1 book,1,0
2006,2007,16633,Female,55,14,2,20,0,0,0,1,0,0,0,0,0,0,0,0,51-100,13+ mos.,2 books,0,1
2007,2008,16647,Female,109,12,2,16,1,0,0,0,0,0,0,1,0,0,0,1,101-200,7-12 mos.,2 books,0,1
2008,2009,16650,Male,94,12,2,18,1,0,0,0,0,1,0,1,0,0,0,2,51-100,7-12 mos.,2 books,0,1
2009,2010,16670,Male,343,10,12,66,2,2,1,1,2,0,2,0,2,0,0,4,200+,7-12 mos.,3+ books,0,1
2010,2011,16672,Female,289,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,1 book,0,1
2011,2012,16683,Female,121,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0,101-200,3-6 mos.,2 books,0,1
2012,2013,16688,Male,176,6,10,36,2,1,3,1,0,0,1,0,0,0,0,1,101-200,3-6 mos.,3+ books,0,1
2013,2014,16690,Female,174,10,1,10,0,0,0,0,0,0,1,0,0,0,1,1,101-200,7-12 mos.,1 book,1,0
2014,2015,16691,Female,132,16,1,16,0,0,0,1,0,0,0,0,0,0,1,0,101-200,13+ mos.,1 book,1,0
2015,2016,16692,Female,99,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,51-100,7-12 mos.,1 book,0,1
2016,2017,16695,Female,264,16,6,38,2,1,2,0,0,0,0,0,1,0,0,1,200+,13+ mos.,3+ books,0,1
2017,2018,16696,Male,166,2,4,24,0,0,0,0,0,1,1,0,0,0,0,2,101-200,0-2 mos.,3+ books,0,1
2018,2019,16702,Female,278,12,3,24,0,0,1,1,0,0,0,1,0,0,0,1,200+,7-12 mos.,3+ books,0,1
2019,2020,16704,Female,63,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,51-100,0-2 mos.,2 books,0,1
2020,2021,16708,Female,61,16,2,20,1,0,0,0,0,1,1,0,0,0,0,2,51-100,13+ mos.,2 books,0,1
2021,2022,16712,Female,226,20,10,80,2,1,5,0,1,0,0,0,0,0,1,0,200+,13+ mos.,3+ books,1,0
2022,2023,16713,Male,326,8,2,14,0,1,0,0,0,0,1,0,0,0,0,1,200+,7-12 mos.,2 books,0,1
2023,2024,16716,Female,239,10,9,46,1,1,0,1,0,0,2,0,0,0,0,2,200+,7-12 mos.,3+ books,0,1
2024,2025,16747,Female,383,12,7,42,1,1,3,0,0,0,1,1,0,0,0,2,200+,7-12 mos.,3+ books,0,1
2025,2026,16768,Female,256,10,12,62,2,1,1,0,2,0,1,0,2,0,1,3,200+,7-12 mos.,3+ books,1,0
2026,2027,16773,Female,299,14,2,18,1,0,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
2027,2028,16776,Female,308,24,1,24,0,0,1,0,0,0,0,0,0,0,0,0,200+,13+ mos.,1 book,0,1
2028,2029,16789,Male,192,10,11,72,4,1,1,1,0,0,0,0,0,0,0,0,101-200,7-12 mos.,3+ books,0,1
2029,2030,16801,Female,20,30,1,30,0,0,0,1,0,0,0,1,0,1,0,2,0-25,13+ mos.,1 book,0,1
2030,2031,16805,Female,216,16,6,48,2,0,1,1,0,0,0,0,0,0,1,0,200+,13+ mos.,3+ books,1,0
2031,2032,16817,Male,273,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,200+,3-6 mos.,2 books,0,1
2032,2033,16820,Female,18,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0-25,13+ mos.,1 book,0,1
2033,2034,16821,Male,259,16,2,20,0,1,0,1,0,0,1,0,0,0,0,1,200+,13+ mos.,2 books,0,1
2034,2035,16833,Female,228,20,5,46,0,2,3,0,0,0,0,0,0,0,0,0,200+,13+ mos.,3+ books,0,1
2035,2036,16844,Female,181,8,10,62,1,1,3,0,0,1,0,0,0,0,0,1,101-200,7-12 mos.,3+ books,0,1
2036,2037,16846,Female,417,14,12,74,4,1,3,1,1,0,2,0,2,0,0,4,200+,13+ mos.,3+ books,0,1
2037,2038,16850,Female,229,4,8,22,0,1,1,1,0,0,0,0,0,0,0,0,200+,3-6 mos.,3+ books,0,1
2038,2039,16871,Female,88,32,1,32,0,0,0,0,0,0,0,0,0,0,0,0,51-100,13+ mos.,1 book,0,1
2039,2040,16886,Female,188,12,2,14,0,0,1,0,0,0,1,0,0,0,0,1,101-200,7-12 mos.,2 books,0,1
2040,2041,16887,Male,344,24,10,80,1,1,2,0,2,0,0,0,0,0,1,0,200+,13+ mos.,3+ books,1,0
2041,2042,16899,Male,140,16,2,18,0,0,1,0,1,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
2042,2043,16901,Female,248,6,7,46,0,1,2,0,1,0,0,0,0,0,0,0,200+,3-6 mos.,3+ books,0,1
2043,2044,16902,Female,279,14,1,14,0,1,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,1 book,0,1
2044,2045,16910,Female,238,34,2,42,2,0,0,0,0,0,0,2,0,0,0,2,200+,13+ mos.,2 books,0,1
2045,2046,16911,Female,88,10,5,26,1,0,2,0,0,0,0,0,0,0,0,0,51-100,7-12 mos.,3+ books,0,1
2046,2047,16914,Male,263,6,2,8,0,0,0,0,0,0,1,0,0,0,0,1,200+,3-6 mos.,2 books,0,1
2047,2048,16920,Female,277,6,10,56,2,0,1,1,1,0,0,0,0,0,0,0,200+,3-6 mos.,3+ books,0,1
2048,2049,16937,Female,75,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,51-100,7-12 mos.,1 book,0,1
2049,2050,16950,Female,323,14,10,50,1,1,3,2,1,0,3,0,0,0,0,3,200+,13+ mos.,3+ books,0,1
2050,2051,16955,Male,278,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
2051,2052,16969,Female,25,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0-25,13+ mos.,1 book,0,1
2052,2053,16977,Female,77,16,4,28,0,0,0,1,2,0,0,0,0,0,0,0,51-100,13+ mos.,3+ books,0,1
2053,2054,16988,Male,179,8,2,10,0,0,0,0,0,0,0,0,0,0,1,0,101-200,7-12 mos.,2 books,1,0
2054,2055,16994,Female,243,30,2,34,1,0,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
2055,2056,17015,Female,226,10,12,52,1,1,4,0,2,0,0,0,0,0,0,0,200+,7-12 mos.,3+ books,0,1
2056,2057,17017,Female,320,10,2,16,0,1,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,2 books,0,1
2057,2058,17035,Female,290,10,2,16,0,0,0,1,0,0,0,0,0,0,0,0,200+,7-12 mos.,2 books,0,1
2058,2059,17036,Female,134,12,2,14,1,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,2 books,0,1
2059,2060,17054,Female,233,12,3,24,1,0,0,1,0,0,0,0,0,1,0,1,200+,7-12 mos.,3+ books,0,1
2060,2061,17074,Female,127,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,1 book,0,1
2061,2062,17075,Male,272,30,2,36,0,0,1,0,0,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
2062,2063,17081,Female,314,18,11,72,4,0,4,2,0,0,0,0,0,0,0,0,200+,13+ mos.,3+ books,0,1
2063,2064,17083,Female,62,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,51-100,7-12 mos.,1 book,0,1
2064,2065,17093,Male,119,10,7,34,1,1,2,0,1,2,0,0,0,0,0,2,101-200,7-12 mos.,3+ books,0,1
2065,2066,17108,Female,97,14,1,14,0,0,0,0,0,0,1,0,0,0,0,1,51-100,13+ mos.,1 book,0,1
2066,2067,17118,Female,235,16,2,24,1,0,0,1,0,0,1,0,0,1,1,2,200+,13+ mos.,2 books,1,0
2067,2068,17121,Female,45,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0,26-50,3-6 mos.,2 books,0,1
2068,2069,17123,Female,330,12,10,58,2,0,2,2,0,0,0,0,0,0,1,0,200+,7-12 mos.,3+ books,1,0
2069,2070,17132,Male,155,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,101-200,0-2 mos.,3+ books,0,1
2070,2071,17142,Female,316,14,4,36,0,1,2,0,0,0,1,0,0,0,0,1,200+,13+ mos.,3+ books,0,1
2071,2072,17159,Male,412,2,10,34,2,2,0,1,0,0,1,0,0,0,1,1,200+,0-2 mos.,3+ books,1,0
2072,2073,17162,Female,217,14,1,14,0,0,1,0,0,0,1,0,0,0,0,1,200+,13+ mos.,1 book,0,1
2073,2074,17165,Female,88,22,1,22,1,0,0,0,0,0,0,0,0,0,0,0,51-100,13+ mos.,1 book,0,1
2074,2075,17173,Female,250,22,6,48,0,0,2,0,1,0,0,0,0,0,0,0,200+,13+ mos.,3+ books,0,1
2075,2076,17186,Female,324,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,200+,3-6 mos.,2 books,0,1
2076,2077,17188,Male,52,24,2,28,1,0,1,0,0,0,0,0,0,0,0,0,51-100,13+ mos.,2 books,0,1
2077,2078,17195,Male,30,12,2,16,0,0,1,0,0,0,0,0,0,0,0,0,26-50,7-12 mos.,2 books,0,1
2078,2079,17200,Male,366,32,10,88,4,1,2,1,0,0,1,0,0,1,0,2,200+,13+ mos.,3+ books,0,1
2079,2080,17203,Female,308,12,2,14,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,2 books,0,1
2080,2081,17206,Male,299,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0,200+,13+ mos.,1 book,0,1
2081,2082,17210,Female,93,16,2,20,0,0,0,2,0,0,0,0,0,0,0,0,51-100,13+ mos.,2 books,0,1
2082,2083,17217,Female,303,12,2,18,1,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,2 books,0,1
2083,2084,17227,Male,369,16,9,60,3,0,2,1,1,0,1,0,0,0,0,1,200+,13+ mos.,3+ books,0,1
2084,2085,17235,Female,186,12,12,62,5,1,1,2,1,2,0,0,0,0,0,2,101-200,7-12 mos.,3+ books,0,1
2085,2086,17254,Female,186,20,1,20,0,0,1,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,1 book,0,1
2086,2087,17269,Female,60,14,1,14,0,1,0,0,0,0,0,0,0,0,0,0,51-100,13+ mos.,1 book,0,1
2087,2088,17271,Female,69,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0,51-100,13+ mos.,1 book,0,1
2088,2089,17281,Female,418,10,8,36,2,1,0,2,0,0,0,0,0,0,1,0,200+,7-12 mos.,3+ books,1,0
2089,2090,17285,Female,146,6,5,30,0,0,2,0,0,0,0,0,0,0,0,0,101-200,3-6 mos.,3+ books,0,1
2090,2091,17294,Female,160,10,2,12,0,0,0,0,0,0,1,0,0,0,0,1,101-200,7-12 mos.,2 books,0,1
2091,2092,17297,Male,217,8,11,38,2,1,1,0,2,1,1,0,0,0,1,2,200+,7-12 mos.,3+ books,1,0
2092,2093,17302,Female,101,32,1,32,1,0,0,0,0,3,0,0,0,0,1,3,101-200,13+ mos.,1 book,1,0
2093,2094,17309,Female,280,26,3,42,0,0,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,3+ books,0,1
2094,2095,17310,Female,185,16,3,26,0,0,1,0,2,0,0,0,0,0,0,0,101-200,13+ mos.,3+ books,0,1
2095,2096,17311,Female,243,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
2096,2097,17319,Female,437,2,11,42,2,0,1,0,0,0,1,0,0,0,1,1,200+,0-2 mos.,3+ books,1,0
2097,2098,17322,Female,126,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,1 book,0,1
2098,2099,17331,Male,279,16,8,42,3,0,3,0,2,0,0,0,0,0,0,0,200+,13+ mos.,3+ books,0,1
2099,2100,17334,Male,231,16,7,56,0,2,1,1,1,0,2,0,0,0,0,2,200+,13+ mos.,3+ books,0,1
2100,2101,17340,Female,225,14,9,66,2,2,2,2,1,0,0,0,0,0,1,0,200+,13+ mos.,3+ books,1,0
2101,2102,17353,Female,256,14,10,44,0,1,2,1,3,0,1,0,0,0,0,1,200+,13+ mos.,3+ books,0,1
2102,2103,17366,Male,209,10,4,22,0,0,2,1,0,0,0,0,0,0,0,0,200+,7-12 mos.,3+ books,0,1
2103,2104,17375,Male,225,28,2,34,0,1,1,0,0,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
2104,2105,17387,Female,219,10,12,62,1,1,3,2,0,0,1,0,0,0,0,1,200+,7-12 mos.,3+ books,0,1
2105,2106,17398,Male,263,6,3,18,0,0,1,0,0,1,1,0,0,0,0,2,200+,3-6 mos.,3+ books,0,1
2106,2107,17399,Female,311,24,2,26,0,0,2,0,0,0,1,0,0,0,0,1,200+,13+ mos.,2 books,0,1
2107,2108,17410,Male,311,36,1,36,0,0,0,0,0,1,1,0,0,0,0,2,200+,13+ mos.,1 book,0,1
2108,2109,17415,Female,244,4,1,4,0,0,0,0,0,2,0,0,0,0,0,2,200+,3-6 mos.,1 book,0,1
2109,2110,17419,Male,202,10,4,26,1,0,0,1,0,2,0,0,0,0,0,2,200+,7-12 mos.,3+ books,0,1
2110,2111,17429,Female,88,10,2,16,0,0,1,0,0,1,0,0,0,0,0,1,51-100,7-12 mos.,2 books,0,1
2111,2112,17434,Female,241,2,12,42,2,0,1,2,1,0,0,0,0,0,1,0,200+,0-2 mos.,3+ books,1,0
2112,2113,17436,Male,189,20,1,20,0,0,0,0,0,0,1,0,0,0,1,1,101-200,13+ mos.,1 book,1,0
2113,2114,17458,Female,236,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,1 book,0,1
2114,2115,17459,Male,249,16,1,16,1,0,0,0,0,0,1,1,0,0,0,2,200+,13+ mos.,1 book,0,1
2115,2116,17464,Male,189,14,1,14,0,0,1,0,0,0,1,0,0,0,0,1,101-200,13+ mos.,1 book,0,1
2116,2117,17470,Female,140,12,2,18,1,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,2 books,0,1
2117,2118,17489,Female,212,10,6,22,1,0,0,0,2,0,1,0,0,0,0,1,200+,7-12 mos.,3+ books,0,1
2118,2119,17491,Female,228,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
2119,2120,17496,Male,389,16,9,60,0,1,5,1,1,0,2,0,0,0,0,2,200+,13+ mos.,3+ books,0,1
2120,2121,17519,Male,89,6,1,6,0,0,0,0,0,0,0,0,0,0,1,0,51-100,3-6 mos.,1 book,1,0
2121,2122,17521,Female,438,10,11,46,2,4,1,0,1,0,0,0,0,0,0,0,200+,7-12 mos.,3+ books,0,1
2122,2123,17536,Female,89,16,1,16,0,0,0,0,1,1,0,0,0,0,1,1,51-100,13+ mos.,1 book,1,0
2123,2124,17541,Female,216,12,1,12,0,0,0,0,0,1,0,0,0,0,0,1,200+,7-12 mos.,1 book,0,1
2124,2125,17556,Female,153,8,7,26,0,1,2,0,1,2,0,0,0,0,0,2,101-200,7-12 mos.,3+ books,0,1
2125,2126,17559,Female,49,4,1,4,0,0,0,0,0,1,0,1,0,0,0,2,26-50,3-6 mos.,1 book,0,1
2126,2127,17569,Female,174,16,2,22,0,0,1,0,0,0,1,0,0,0,0,1,101-200,13+ mos.,2 books,0,1
2127,2128,17579,Female,134,34,7,68,0,2,1,0,3,2,0,2,0,0,0,4,101-200,13+ mos.,3+ books,0,1
2128,2129,17581,Female,155,8,10,42,0,0,4,1,1,0,0,0,2,0,0,2,101-200,7-12 mos.,3+ books,0,1
2129,2130,17588,Female,132,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,1 book,0,1
